fromId,toId,type,source
cs_2026.fn:polygraph-viz:src/nl/ranker.ts:rankWithLlm,fn:polygraph-viz:src/nl/ranker.ts:rankWithLlm,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/ranker.ts:rankWithLlm,af:polygraph-viz:src/nl/ranker.ts:rankWithLlm:guard,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/nl/ranker.ts:rankWithLlm:guard,af:polygraph-viz:src/nl/ranker.ts:rankWithLlm:guard,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/ranker.ts:rankWithLlm,co:polygraph-viz:src/nl/ranker.ts:rankWithLlm:sdk,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.sdk_call:polygraph-viz:src/nl/ranker.ts:rankWithLlm:sdk,co:polygraph-viz:src/nl/ranker.ts:rankWithLlm:sdk,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/ranker.ts:rankWithLlm,af:polygraph-viz:src/nl/ranker.ts:rankWithLlm:try,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.try_catch:polygraph-viz:src/nl/ranker.ts:rankWithLlm:try,af:polygraph-viz:src/nl/ranker.ts:rankWithLlm:try,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/segment.ts,repo:polygraph-viz,LIVES_IN,sig-build/inventory.mts
cs_2026.file:polygraph-viz:src/nl/segment.ts,file:polygraph-viz:src/nl/segment.ts,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/segment.ts,fn:polygraph-viz:src/nl/segment.ts:segmentsForNode,DECLARES,sig-build/inventory.mts:53
cs_2026.fn:polygraph-viz:src/nl/segment.ts:segmentsForNode,fn:polygraph-viz:src/nl/segment.ts:segmentsForNode,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/segment.ts:segmentsForNode,af:polygraph-viz:src/nl/segment.ts:segmentsForNode:guard,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/nl/segment.ts:segmentsForNode:guard,af:polygraph-viz:src/nl/segment.ts:segmentsForNode:guard,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/segment.ts:segmentsForNode,af:polygraph-viz:src/nl/segment.ts:segmentsForNode:guard-2,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/nl/segment.ts:segmentsForNode:guard-2,af:polygraph-viz:src/nl/segment.ts:segmentsForNode:guard-2,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/segment.ts:segmentsForNode,af:polygraph-viz:src/nl/segment.ts:segmentsForNode:guard-3,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/nl/segment.ts:segmentsForNode:guard-3,af:polygraph-viz:src/nl/segment.ts:segmentsForNode:guard-3,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/segment.ts,fn:polygraph-viz:src/nl/segment.ts:segmentForNode,DECLARES,sig-build/inventory.mts:122
cs_2026.fn:polygraph-viz:src/nl/segment.ts:segmentForNode,fn:polygraph-viz:src/nl/segment.ts:segmentForNode,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/segment.ts:segmentForNode,af:polygraph-viz:src/nl/segment.ts:segmentForNode:guard,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/nl/segment.ts:segmentForNode:guard,af:polygraph-viz:src/nl/segment.ts:segmentForNode:guard,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/segment.ts:segmentForNode,af:polygraph-viz:src/nl/segment.ts:segmentForNode:guard-2,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/nl/segment.ts:segmentForNode:guard-2,af:polygraph-viz:src/nl/segment.ts:segmentForNode:guard-2,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/segment.ts:segmentForNode,af:polygraph-viz:src/nl/segment.ts:segmentForNode:guard-3,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/nl/segment.ts:segmentForNode:guard-3,af:polygraph-viz:src/nl/segment.ts:segmentForNode:guard-3,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/segment.ts,fn:polygraph-viz:src/nl/segment.ts:tallySegments,DECLARES,sig-build/inventory.mts:139
cs_2026.fn:polygraph-viz:src/nl/segment.ts:tallySegments,fn:polygraph-viz:src/nl/segment.ts:tallySegments,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/segment.ts,fn:polygraph-viz:src/nl/segment.ts:sliceSegment,DECLARES,sig-build/inventory.mts:187
cs_2026.fn:polygraph-viz:src/nl/segment.ts:sliceSegment,fn:polygraph-viz:src/nl/segment.ts:sliceSegment,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/server.ts,repo:polygraph-viz,LIVES_IN,sig-build/inventory.mts
cs_2026.file:polygraph-viz:src/server.ts,file:polygraph-viz:src/server.ts,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/server.ts,fn:polygraph-viz:src/server.ts:loadGraph,DECLARES,sig-build/inventory.mts:80
cs_2026.fn:polygraph-viz:src/server.ts:loadGraph,fn:polygraph-viz:src/server.ts:loadGraph,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:loadGraph,af:polygraph-viz:src/server.ts:loadGraph:guard,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:loadGraph:guard,af:polygraph-viz:src/server.ts:loadGraph:guard,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:loadGraph,co:polygraph-viz:src/server.ts:loadGraph:http,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fetch_call:polygraph-viz:src/server.ts:loadGraph:http,co:polygraph-viz:src/server.ts:loadGraph:http,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/server.ts,fn:polygraph-viz:src/server.ts:buildApp,DECLARES,sig-build/inventory.mts:122
cs_2026.fn:polygraph-viz:src/server.ts:buildApp,fn:polygraph-viz:src/server.ts:buildApp,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:sdk,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.sdk_call:polygraph-viz:src/server.ts:buildApp:sdk,co:polygraph-viz:src/server.ts:buildApp:sdk,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:sdk-2,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.sdk_call:polygraph-viz:src/server.ts:buildApp:sdk-2,co:polygraph-viz:src/server.ts:buildApp:sdk-2,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:http,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fetch_call:polygraph-viz:src/server.ts:buildApp:http,co:polygraph-viz:src/server.ts:buildApp:http,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:http-2,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fetch_call:polygraph-viz:src/server.ts:buildApp:http-2,co:polygraph-viz:src/server.ts:buildApp:http-2,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:http-3,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fetch_call:polygraph-viz:src/server.ts:buildApp:http-3,co:polygraph-viz:src/server.ts:buildApp:http-3,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:http-4,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fetch_call:polygraph-viz:src/server.ts:buildApp:http-4,co:polygraph-viz:src/server.ts:buildApp:http-4,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:http-5,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fetch_call:polygraph-viz:src/server.ts:buildApp:http-5,co:polygraph-viz:src/server.ts:buildApp:http-5,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard,af:polygraph-viz:src/server.ts:buildApp:guard,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-2,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-2,af:polygraph-viz:src/server.ts:buildApp:guard-2,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-3,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-3,af:polygraph-viz:src/server.ts:buildApp:guard-3,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:try,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.try_catch:polygraph-viz:src/server.ts:buildApp:try,af:polygraph-viz:src/server.ts:buildApp:try,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:sdk-3,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.sdk_call:polygraph-viz:src/server.ts:buildApp:sdk-3,co:polygraph-viz:src/server.ts:buildApp:sdk-3,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:http-6,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fetch_call:polygraph-viz:src/server.ts:buildApp:http-6,co:polygraph-viz:src/server.ts:buildApp:http-6,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-4,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-4,af:polygraph-viz:src/server.ts:buildApp:guard-4,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-5,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-5,af:polygraph-viz:src/server.ts:buildApp:guard-5,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-6,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-6,af:polygraph-viz:src/server.ts:buildApp:guard-6,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:try-2,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.try_catch:polygraph-viz:src/server.ts:buildApp:try-2,af:polygraph-viz:src/server.ts:buildApp:try-2,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:sdk-4,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.sdk_call:polygraph-viz:src/server.ts:buildApp:sdk-4,co:polygraph-viz:src/server.ts:buildApp:sdk-4,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:http-7,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fetch_call:polygraph-viz:src/server.ts:buildApp:http-7,co:polygraph-viz:src/server.ts:buildApp:http-7,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-7,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-7,af:polygraph-viz:src/server.ts:buildApp:guard-7,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-8,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-8,af:polygraph-viz:src/server.ts:buildApp:guard-8,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-9,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-9,af:polygraph-viz:src/server.ts:buildApp:guard-9,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:sdk-5,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.sdk_call:polygraph-viz:src/server.ts:buildApp:sdk-5,co:polygraph-viz:src/server.ts:buildApp:sdk-5,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:try-3,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.try_catch:polygraph-viz:src/server.ts:buildApp:try-3,af:polygraph-viz:src/server.ts:buildApp:try-3,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:http-8,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fetch_call:polygraph-viz:src/server.ts:buildApp:http-8,co:polygraph-viz:src/server.ts:buildApp:http-8,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-10,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-10,af:polygraph-viz:src/server.ts:buildApp:guard-10,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-11,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-11,af:polygraph-viz:src/server.ts:buildApp:guard-11,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-12,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-12,af:polygraph-viz:src/server.ts:buildApp:guard-12,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:sdk-6,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.sdk_call:polygraph-viz:src/server.ts:buildApp:sdk-6,co:polygraph-viz:src/server.ts:buildApp:sdk-6,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:http-9,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fetch_call:polygraph-viz:src/server.ts:buildApp:http-9,co:polygraph-viz:src/server.ts:buildApp:http-9,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-13,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-13,af:polygraph-viz:src/server.ts:buildApp:guard-13,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-14,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-14,af:polygraph-viz:src/server.ts:buildApp:guard-14,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:http-10,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fetch_call:polygraph-viz:src/server.ts:buildApp:http-10,co:polygraph-viz:src/server.ts:buildApp:http-10,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-15,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-15,af:polygraph-viz:src/server.ts:buildApp:guard-15,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:http-11,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fetch_call:polygraph-viz:src/server.ts:buildApp:http-11,co:polygraph-viz:src/server.ts:buildApp:http-11,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-16,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-16,af:polygraph-viz:src/server.ts:buildApp:guard-16,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:http-12,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fetch_call:polygraph-viz:src/server.ts:buildApp:http-12,co:polygraph-viz:src/server.ts:buildApp:http-12,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:http-13,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fetch_call:polygraph-viz:src/server.ts:buildApp:http-13,co:polygraph-viz:src/server.ts:buildApp:http-13,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-17,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-17,af:polygraph-viz:src/server.ts:buildApp:guard-17,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:fs,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fs_call:polygraph-viz:src/server.ts:buildApp:fs,co:polygraph-viz:src/server.ts:buildApp:fs,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:fs-2,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fs_call:polygraph-viz:src/server.ts:buildApp:fs-2,co:polygraph-viz:src/server.ts:buildApp:fs-2,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:http-14,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fetch_call:polygraph-viz:src/server.ts:buildApp:http-14,co:polygraph-viz:src/server.ts:buildApp:http-14,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,af:polygraph-viz:src/server.ts:buildApp:guard-18,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/server.ts:buildApp:guard-18,af:polygraph-viz:src/server.ts:buildApp:guard-18,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:fs-3,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fs_call:polygraph-viz:src/server.ts:buildApp:fs-3,co:polygraph-viz:src/server.ts:buildApp:fs-3,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:fs-4,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fs_call:polygraph-viz:src/server.ts:buildApp:fs-4,co:polygraph-viz:src/server.ts:buildApp:fs-4,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/server.ts:buildApp,co:polygraph-viz:src/server.ts:buildApp:fs-5,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fs_call:polygraph-viz:src/server.ts:buildApp:fs-5,co:polygraph-viz:src/server.ts:buildApp:fs-5,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/types.ts,repo:polygraph-viz,LIVES_IN,sig-build/inventory.mts
cs_2026.file:polygraph-viz:src/types.ts,file:polygraph-viz:src/types.ts,REALIZES_FORM,sig-build/inventory.mts
file:solution-intelligence-graph-adapter:src/index.ts,repo:solution-intelligence-graph-adapter,LIVES_IN,sig-build/inventory.mts
cs_2026.file:solution-intelligence-graph-adapter:src/index.ts,file:solution-intelligence-graph-adapter:src/index.ts,REALIZES_FORM,sig-build/inventory.mts
file:solution-intelligence-parsers:src/index.ts,repo:solution-intelligence-parsers,LIVES_IN,sig-build/inventory.mts
cs_2026.file:solution-intelligence-parsers:src/index.ts,file:solution-intelligence-parsers:src/index.ts,REALIZES_FORM,sig-build/inventory.mts
file:solution-intelligence-analysts:src/index.ts,repo:solution-intelligence-analysts,LIVES_IN,sig-build/inventory.mts
cs_2026.file:solution-intelligence-analysts:src/index.ts,file:solution-intelligence-analysts:src/index.ts,REALIZES_FORM,sig-build/inventory.mts
